Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Cidade Gaúcha,410560,PR,Sul,FIOCRUZ/ASTRAZENECA,3269,3103,166
Cidade Gaúcha,410560,PR,Sul,BUTANTAN/SINOVAC,2225,1148,1077
Cidade Gaúcha,410560,PR,Sul,PFIZER/BIONTECH,147,147,0
Cidade Ocidental,520549,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,11383,10630,753
Cidade Ocidental,520549,GO,Centro-Oeste,BUTANTAN/SINOVAC,10427,5245,5182
Cidade Ocidental,520549,GO,Centro-Oeste,PFIZER/BIONTECH,3,1,2
Cidelândia,210325,MA,Nordeste,FIOCRUZ/ASTRAZENECA,2218,2084,134
Cidelândia,210325,MA,Nordeste,BUTANTAN/SINOVAC,1936,992,944
Cidreira,430545,RS,Sul,BUTANTAN/SINOVAC,5871,3155,2716
Cidreira,430545,RS,Sul,FIOCRUZ/ASTRAZENECA,5198,4863,335
Cidreira,430545,RS,Sul,PFIZER/BIONTECH,561,559,2
Cipó,290790,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4610,3993,617
Cipó,290790,BA,Nordeste,BUTANTAN/SINOVAC,4077,2320,1757
Cipó,290790,BA,Nordeste,PFIZER/BIONTECH,350,349,1
Cipotânea,311630,MG,Sudeste,BUTANTAN/SINOVAC,1737,868,869
Cipotânea,311630,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1483,1338,145
Cipotânea,311630,MG,Sudeste,PFIZER/BIONTECH,6,6,0
Ciríaco,430550,RS,Sul,BUTANTAN/SINOVAC,1481,805,676
Ciríaco,430550,RS,Sul,FIOCRUZ/ASTRAZENECA,1171,1062,109
Ciríaco,430550,RS,Sul,PFIZER/BIONTECH,161,161,0
Claraval,311640,MG,Sudeste,BUTANTAN/SINOVAC,965,493,472
Claraval,311640,MG,Sudeste,FIOCRUZ/ASTRAZENECA,665,661,4
Claraval,311640,MG,Sudeste,PFIZER/BIONTECH,39,39,0
Claro Dos Poções,311650,MG,Sudeste,BUTANTAN/SINOVAC,1802,917,885
Claro Dos Poções,311650,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1742,1632,110
Claro Dos Poções,311650,MG,Sudeste,PFIZER/BIONTECH,123,123,0
Cláudia,510305,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2157,2065,92
Cláudia,510305,MT,Centro-Oeste,BUTANTAN/SINOVAC,1425,722,703
Cláudia,510305,MT,Centro-Oeste,PFIZER/BIONTECH,8,8,0
Cláudio,311660,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5476,4991,485
Cláudio,311660,MG,Sudeste,BUTANTAN/SINOVAC,4969,2532,2437
Cláudio,311660,MG,Sudeste,PFIZER/BIONTECH,218,217,1
Clementina,351190,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1739,1615,124
Clementina,351190,SP,Sudeste,BUTANTAN/SINOVAC,1616,827,789
Clementina,351190,SP,Sudeste,PFIZER/BIONTECH,143,143,0
Clevelândia,410570,PR,Sul,FIOCRUZ/ASTRAZENECA,3605,3378,227
Clevelândia,410570,PR,Sul,BUTANTAN/SINOVAC,3447,1760,1687
Clevelândia,410570,PR,Sul,PFIZER/BIONTECH,302,302,0
Coaraci,290800,BA,Nordeste,BUTANTAN/SINOVAC,4893,2570,2323
Coaraci,290800,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4595,4217,378
Coaraci,290800,BA,Nordeste,PFIZER/BIONTECH,209,209,0
Coari,130120,AM,Norte,FIOCRUZ/ASTRAZENECA,11441,9342,2099
Coari,130120,AM,Norte,BUTANTAN/SINOVAC,6860,4073,2787
Cocal,220270,PI,Nordeste,BUTANTAN/SINOVAC,3605,1945,1660
Cocal,220270,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2653,2457,196
Cocal De Telha,220271,PI,Nordeste,BUTANTAN/SINOVAC,1077,547,530
Cocal De Telha,220271,PI,Nordeste,FIOCRUZ/ASTRAZENECA,846,766,80
Cocal De Telha,220271,PI,Nordeste,PFIZER/BIONTECH,58,58,0
Cocal Do Sul,420425,SC,Sul,BUTANTAN/SINOVAC,2617,1521,1096
Cocal Do Sul,420425,SC,Sul,FIOCRUZ/ASTRAZENECA,2290,2133,157
Cocal Dos Alves,220272,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1335,1253,82
Cocal Dos Alves,220272,PI,Nordeste,BUTANTAN/SINOVAC,998,522,476
Cocal Dos Alves,220272,PI,Nordeste,PFIZER/BIONTECH,54,54,0
Cocalinho,510310,MT,Centro-Oeste,BUTANTAN/SINOVAC,1100,579,521
Cocalinho,510310,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1027,972,55
Cocalinho,510310,MT,Centro-Oeste,PFIZER/BIONTECH,52,52,0
Cocalzinho De Goiás,520551,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3992,3717,275
Cocalzinho De Goiás,520551,GO,Centro-Oeste,BUTANTAN/SINOVAC,2954,1539,1415
Cocalzinho De Goiás,520551,GO,Centro-Oeste,PFIZER/BIONTECH,161,161,0
Cocos,290810,BA,Nordeste,BUTANTAN/SINOVAC,3837,1974,1863
Cocos,290810,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3543,3230,313
Cocos,290810,BA,Nordeste,PFIZER/BIONTECH,490,490,0
Codajás,130130,AM,Norte,BUTANTAN/SINOVAC,2819,1637,1182
Codajás,130130,AM,Norte,FIOCRUZ/ASTRAZENECA,2040,1551,489
Codó,210330,MA,Nordeste,FIOCRUZ/ASTRAZENECA,25118,23841,1277
Codó,210330,MA,Nordeste,BUTANTAN/SINOVAC,17624,9920,7704
Codó,210330,MA,Nordeste,PFIZER/BIONTECH,341,341,0
Coelho Neto,210340,MA,Nordeste,BUTANTAN/SINOVAC,9323,5403,3920
Coelho Neto,210340,MA,Nordeste,FIOCRUZ/ASTRAZENECA,8447,7934,513
Coimbra,311670,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1625,1502,123
Coimbra,311670,MG,Sudeste,BUTANTAN/SINOVAC,1489,797,692
Coimbra,311670,MG,Sudeste,PFIZER/BIONTECH,150,150,0
Coité Do Nóia,270200,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2189,1919,270
Coité Do Nóia,270200,AL,Nordeste,BUTANTAN/SINOVAC,2024,1048,976
Coivaras,220273,PI,Nordeste,BUTANTAN/SINOVAC,941,488,453
Coivaras,220273,PI,Nordeste,FIOCRUZ/ASTRAZENECA,729,703,26
Colares,150260,PA,Norte,FIOCRUZ/ASTRAZENECA,2071,1531,540
Colares,150260,PA,Norte,BUTANTAN/SINOVAC,1339,805,534
Colatina,320150,ES,Sudeste,BUTANTAN/SINOVAC,30269,16937,13332
Colatina,320150,ES,Sudeste,FIOCRUZ/ASTRAZENECA,29243,26530,2713
Colatina,320150,ES,Sudeste,PFIZER/BIONTECH,1694,1692,2
Colíder,510320,MT,Centro-Oeste,BUTANTAN/SINOVAC,8687,4563,4124
Colíder,510320,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,5967,5209,758
Colíder,510320,MT,Centro-Oeste,PFIZER/BIONTECH,13,13,0
Colina,351200,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4597,4004,593
Colina,351200,SP,Sudeste,BUTANTAN/SINOVAC,4206,2278,1928
Colina,351200,SP,Sudeste,PFIZER/BIONTECH,223,223,0
Colinas,210350,MA,Nordeste,FIOCRUZ/ASTRAZENECA,6794,6409,385
Colinas,210350,MA,Nordeste,BUTANTAN/SINOVAC,4980,2738,2242
Colinas,430558,RS,Sul,BUTANTAN/SINOVAC,1005,517,488
Colinas,430558,RS,Sul,FIOCRUZ/ASTRAZENECA,717,614,103
Colinas,430558,RS,Sul,PFIZER/BIONTECH,70,70,0
Colinas Do Sul,520552,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,937,864,73
Colinas Do Sul,520552,GO,Centro-Oeste,BUTANTAN/SINOVAC,582,299,283
Colinas Do Sul,520552,GO,Centro-Oeste,PFIZER/BIONTECH,36,36,0
Colinas Do Tocantins,170550,TO,Norte,BUTANTAN/SINOVAC,5707,3146,2561
Colinas Do Tocantins,170550,TO,Norte,FIOCRUZ/ASTRAZENECA,5369,5177,192
Colméia,171670,TO,Norte,BUTANTAN/SINOVAC,1481,758,723
Colméia,171670,TO,Norte,FIOCRUZ/ASTRAZENECA,1263,1202,61
Colniza,510325,MT,Centro-Oeste,BUTANTAN/SINOVAC,3302,1752,1550
Colniza,510325,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1766,1746,20
Colniza,510325,MT,Centro-Oeste,PFIZER/BIONTECH,85,85,0
Colômbia,351210,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1775,1602,173
Colômbia,351210,SP,Sudeste,BUTANTAN/SINOVAC,1554,743,811
Colômbia,351210,SP,Sudeste,PFIZER/BIONTECH,45,45,0
Colombo,410580,PR,Sul,FIOCRUZ/ASTRAZENECA,42602,40501,2101
Colombo,410580,PR,Sul,BUTANTAN/SINOVAC,27832,14600,13232
Colombo,410580,PR,Sul,PFIZER/BIONTECH,7699,7674,25
Colônia Do Gurguéia,220275,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1526,1425,101
Colônia Do Gurguéia,220275,PI,Nordeste,BUTANTAN/SINOVAC,1074,558,516
Colônia Do Gurguéia,220275,PI,Nordeste,PFIZER/BIONTECH,109,109,0
Colônia Do Piauí,220277,PI,Nordeste,BUTANTAN/SINOVAC,1692,854,838
Colônia Do Piauí,220277,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1666,1615,51
Colônia Leopoldina,270210,AL,Nordeste,FIOCRUZ/ASTRAZENECA,2595,2376,219
Colônia Leopoldina,270210,AL,Nordeste,BUTANTAN/SINOVAC,2472,1305,1167
Colorado,410590,PR,Sul,BUTANTAN/SINOVAC,5400,2822,2578
Colorado,410590,PR,Sul,FIOCRUZ/ASTRAZENECA,4380,4089,291
Colorado,430560,RS,Sul,FIOCRUZ/ASTRAZENECA,1300,1205,95
Colorado,430560,RS,Sul,BUTANTAN/SINOVAC,1202,604,598
Colorado,430560,RS,Sul,PFIZER/BIONTECH,126,126,0
Colorado Do Oeste,110006,RO,Norte,BUTANTAN/SINOVAC,3579,1943,1636
Colorado Do Oeste,110006,RO,Norte,FIOCRUZ/ASTRAZENECA,3529,3506,23
Colorado Do Oeste,110006,RO,Norte,PFIZER/BIONTECH,48,48,0
Coluna,311680,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2308,1861,447
Coluna,311680,MG,Sudeste,BUTANTAN/SINOVAC,1827,963,864
Coluna,311680,MG,Sudeste,PFIZER/BIONTECH,55,55,0
Combinado,170555,TO,Norte,BUTANTAN/SINOVAC,864,436,428
Combinado,170555,TO,Norte,FIOCRUZ/ASTRAZENECA,748,711,37
Comendador Gomes,311690,MG,Sudeste,FIOCRUZ/ASTRAZENECA,723,665,58
Comendador Gomes,311690,MG,Sudeste,BUTANTAN/SINOVAC,638,323,315
Comendador Gomes,311690,MG,Sudeste,PFIZER/BIONTECH,13,13,0
Comendador Levy Gasparian,330095,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,1977,1743,234
Comendador Levy Gasparian,330095,RJ,Sudeste,BUTANTAN/SINOVAC,1970,865,1105
Comercinho,311700,MG,Sudeste,BUTANTAN/SINOVAC,1742,898,844
Comercinho,311700,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1471,1320,151
Comercinho,311700,MG,Sudeste,PFIZER/BIONTECH,98,98,0
Comodoro,510330,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3020,2734,286
Comodoro,510330,MT,Centro-Oeste,BUTANTAN/SINOVAC,2966,1541,1425
Comodoro,510330,MT,Centro-Oeste,PFIZER/BIONTECH,192,192,0
Conceição,250440,PB,Nordeste,BUTANTAN/SINOVAC,4455,2273,2182
Conceição,250440,PB,Nordeste,FIOCRUZ/ASTRAZENECA,3822,3489,333
Conceição,250440,PB,Nordeste,PFIZER/BIONTECH,450,450,0
Conceição Da Aparecida,311710,MG,Sudeste,BUTANTAN/SINOVAC,2200,1111,1089
Conceição Da Aparecida,311710,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2184,1984,200
Conceição Da Aparecida,311710,MG,Sudeste,PFIZER/BIONTECH,203,203,0
Conceição Da Barra,320160,ES,Sudeste,FIOCRUZ/ASTRAZENECA,9369,9194,175
Conceição Da Barra,320160,ES,Sudeste,BUTANTAN/SINOVAC,4313,2362,1951
Conceição Da Barra,320160,ES,Sudeste,PFIZER/BIONTECH,161,161,0
Conceição Da Barra De Minas,311520,MG,Sudeste,BUTANTAN/SINOVAC,954,485,469
Conceição Da Barra De Minas,311520,MG,Sudeste,FIOCRUZ/ASTRAZENECA,820,737,83
Conceição Da Barra De Minas,311520,MG,Sudeste,PFIZER/BIONTECH,41,41,0
Conceição Da Feira,290820,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4047,3554,493
Conceição Da Feira,290820,BA,Nordeste,BUTANTAN/SINOVAC,3474,1881,1593
Conceição Da Feira,290820,BA,Nordeste,PFIZER/BIONTECH,809,809,0
Conceição Das Alagoas,311730,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4637,4337,300
Conceição Das Alagoas,311730,MG,Sudeste,BUTANTAN/SINOVAC,3345,1690,1655
Conceição Das Alagoas,311730,MG,Sudeste,PFIZER/BIONTECH,562,561,1
Conceição Das Pedras,311720,MG,Sudeste,BUTANTAN/SINOVAC,830,436,394
Conceição Das Pedras,311720,MG,Sudeste,FIOCRUZ/ASTRAZENECA,586,529,57
Conceição Das Pedras,311720,MG,Sudeste,PFIZER/BIONTECH,78,78,0
Conceição De Ipanema,311740,MG,Sudeste,BUTANTAN/SINOVAC,1021,517,504
Conceição De Ipanema,311740,MG,Sudeste,FIOCRUZ/ASTRAZENECA,830,766,64
Conceição De Ipanema,311740,MG,Sudeste,PFIZER/BIONTECH,24,24,0
Conceição De Macabu,330140,RJ,Sudeste,BUTANTAN/SINOVAC,6160,3246,2914
Conceição De Macabu,330140,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,4709,4125,584
Conceição De Macabu,330140,RJ,Sudeste,PFIZER/BIONTECH,1156,1156,0
Conceição Do Almeida,290830,BA,Nordeste,BUTANTAN/SINOVAC,3639,1905,1734
Conceição Do Almeida,290830,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3498,3132,366
Conceição Do Almeida,290830,BA,Nordeste,PFIZER/BIONTECH,447,447,0
Conceição Do Araguaia,150270,PA,Norte,FIOCRUZ/ASTRAZENECA,9872,7692,2180
Conceição Do Araguaia,150270,PA,Norte,BUTANTAN/SINOVAC,6305,3356,2949
Conceição Do Araguaia,150270,PA,Norte,PFIZER/BIONTECH,33,33,0
Conceição Do Canindé,220280,PI,Nordeste,BUTANTAN/SINOVAC,968,492,476
Conceição Do Canindé,220280,PI,Nordeste,FIOCRUZ/ASTRAZENECA,869,794,75
Conceição Do Castelo,320170,ES,Sudeste,BUTANTAN/SINOVAC,3786,2064,1722
Conceição Do Castelo,320170,ES,Sudeste,FIOCRUZ/ASTRAZENECA,2362,2253,109
Conceição Do Castelo,320170,ES,Sudeste,PFIZER/BIONTECH,19,19,0
Conceição Do Coité,290840,BA,Nordeste,BUTANTAN/SINOVAC,11299,6116,5183
Conceição Do Coité,290840,BA,Nordeste,FIOCRUZ/ASTRAZENECA,10501,9202,1299
Conceição Do Coité,290840,BA,Nordeste,PFIZER/BIONTECH,864,863,1
Conceição Do Jacuípe,290850,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5942,5226,716
Conceição Do Jacuípe,290850,BA,Nordeste,BUTANTAN/SINOVAC,5560,3011,2549
Conceição Do Jacuípe,290850,BA,Nordeste,PFIZER/BIONTECH,753,752,1
Conceição Do Lago-Açu,210355,MA,Nordeste,FIOCRUZ/ASTRAZENECA,2457,2322,135
Conceição Do Lago-Açu,210355,MA,Nordeste,BUTANTAN/SINOVAC,1574,818,756
Conceição Do Mato Dentro,311750,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3745,3381,364
Conceição Do Mato Dentro,311750,MG,Sudeste,BUTANTAN/SINOVAC,3684,1919,1765
Conceição Do Mato Dentro,311750,MG,Sudeste,PFIZER/BIONTECH,149,149,0
Conceição Do Pará,311760,MG,Sudeste,BUTANTAN/SINOVAC,1313,668,645
Conceição Do Pará,311760,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1025,992,33
Conceição Do Rio Verde,311770,MG,Sudeste,BUTANTAN/SINOVAC,2764,1462,1302
Conceição Do Rio Verde,311770,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2192,2181,11
Conceição Do Rio Verde,311770,MG,Sudeste,PFIZER/BIONTECH,117,117,0
Conceição Do Tocantins,170560,TO,Norte,BUTANTAN/SINOVAC,893,454,439
Conceição Do Tocantins,170560,TO,Norte,FIOCRUZ/ASTRAZENECA,747,696,51
Conceição Dos Ouros,311780,MG,Sudeste,BUTANTAN/SINOVAC,1981,1019,962
Conceição Dos Ouros,311780,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1626,1457,169
Conceição Dos Ouros,311780,MG,Sudeste,PFIZER/BIONTECH,41,41,0
Conchal,351220,SP,Sudeste,BUTANTAN/SINOVAC,6058,3469,2589
Conchal,351220,SP,Sudeste,FIOCRUZ/ASTRAZENECA,6020,5535,485
Conchal,351220,SP,Sudeste,PFIZER/BIONTECH,585,584,1
Conchas,351230,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4050,3727,323
Conchas,351230,SP,Sudeste,BUTANTAN/SINOVAC,3922,2106,1816
Conchas,351230,SP,Sudeste,PFIZER/BIONTECH,340,337,3
Concórdia,420430,SC,Sul,FIOCRUZ/ASTRAZENECA,17739,16511,1228
Concórdia,420430,SC,Sul,BUTANTAN/SINOVAC,15456,7960,7496
Concórdia,420430,SC,Sul,PFIZER/BIONTECH,1919,1919,0
Concórdia Do Pará,150275,PA,Norte,FIOCRUZ/ASTRAZENECA,10242,9128,1114
Concórdia Do Pará,150275,PA,Norte,BUTANTAN/SINOVAC,2464,1299,1165
Condado,250450,PB,Nordeste,BUTANTAN/SINOVAC,1928,988,940
Condado,250450,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1583,1431,152
Condado,250450,PB,Nordeste,PFIZER/BIONTECH,221,221,0
Condado,260460,PE,Nordeste,FIOCRUZ/ASTRAZENECA,3916,3659,257
Condado,260460,PE,Nordeste,BUTANTAN/SINOVAC,3228,1762,1466
Condado,260460,PE,Nordeste,PFIZER/BIONTECH,164,164,0
Conde,250460,PB,Nordeste,FIOCRUZ/ASTRAZENECA,5067,4828,239
Conde,250460,PB,Nordeste,BUTANTAN/SINOVAC,3360,1801,1559
Conde,250460,PB,Nordeste,PFIZER/BIONTECH,135,135,0
Conde,290860,BA,Nordeste,BUTANTAN/SINOVAC,3793,2095,1698
Conde,290860,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3571,3353,218
Conde,290860,BA,Nordeste,PFIZER/BIONTECH,763,763,0
Condeúba,290870,BA,Nordeste,BUTANTAN/SINOVAC,4530,2324,2206
Condeúba,290870,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3579,3145,434
Condeúba,290870,BA,Nordeste,PFIZER/BIONTECH,179,179,0
Condor,430570,RS,Sul,BUTANTAN/SINOVAC,1798,908,890
Condor,430570,RS,Sul,FIOCRUZ/ASTRAZENECA,1607,1466,141
Condor,430570,RS,Sul,PFIZER/BIONTECH,122,122,0
Cônego Marinho,311783,MG,Sudeste,BUTANTAN/SINOVAC,1718,885,833
Cônego Marinho,311783,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1143,967,176
Cônego Marinho,311783,MG,Sudeste,PFIZER/BIONTECH,53,53,0
Confins,311787,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5204,5032,172
Confins,311787,MG,Sudeste,BUTANTAN/SINOVAC,1481,761,720
Confins,311787,MG,Sudeste,PFIZER/BIONTECH,922,922,0
Confresa,510335,MT,Centro-Oeste,BUTANTAN/SINOVAC,3636,2040,1596
Confresa,510335,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2841,2694,147
Confresa,510335,MT,Centro-Oeste,PFIZER/BIONTECH,89,89,0
Congo,250470,PB,Nordeste,BUTANTAN/SINOVAC,1366,688,678
Congo,250470,PB,Nordeste,FIOCRUZ/ASTRAZENECA,838,757,81
Congo,250470,PB,Nordeste,PFIZER/BIONTECH,50,50,0
Congonhal,311790,MG,Sudeste,BUTANTAN/SINOVAC,2738,1415,1323
Congonhal,311790,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2562,2383,179
Congonhal,311790,MG,Sudeste,PFIZER/BIONTECH,95,95,0
Congonhas,311800,MG,Sudeste,FIOCRUZ/ASTRAZENECA,11155,9489,1666
Congonhas,311800,MG,Sudeste,BUTANTAN/SINOVAC,9755,4977,4778
Congonhas,311800,MG,Sudeste,PFIZER/BIONTECH,1883,1883,0
Congonhas Do Norte,311810,MG,Sudeste,BUTANTAN/SINOVAC,1146,575,571
Congonhas Do Norte,311810,MG,Sudeste,FIOCRUZ/ASTRAZENECA,747,648,99
Congonhas Do Norte,311810,MG,Sudeste,PFIZER/BIONTECH,48,48,0
Congonhinhas,410600,PR,Sul,BUTANTAN/SINOVAC,2099,1081,1018
Congonhinhas,410600,PR,Sul,FIOCRUZ/ASTRAZENECA,1928,1804,124
Conquista,311820,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2278,2118,160
Conquista,311820,MG,Sudeste,BUTANTAN/SINOVAC,1659,844,815
Conquista,311820,MG,Sudeste,PFIZER/BIONTECH,148,148,0
Conquista D'Oeste,510336,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,720,685,35
Conquista D'Oeste,510336,MT,Centro-Oeste,BUTANTAN/SINOVAC,687,352,335
Conquista D'Oeste,510336,MT,Centro-Oeste,PFIZER/BIONTECH,32,32,0
Conselheiro Lafaiete,311830,MG,Sudeste,BUTANTAN/SINOVAC,21190,11135,10055
Conselheiro Lafaiete,311830,MG,Sudeste,FIOCRUZ/ASTRAZENECA,18063,15740,2323
Conselheiro Lafaiete,311830,MG,Sudeste,PFIZER/BIONTECH,836,836,0
Conselheiro Mairinck,410610,PR,Sul,FIOCRUZ/ASTRAZENECA,1051,992,59
Conselheiro Mairinck,410610,PR,Sul,BUTANTAN/SINOVAC,869,449,420
Conselheiro Pena,311840,MG,Sudeste,BUTANTAN/SINOVAC,4911,2468,2443
Conselheiro Pena,311840,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2820,2454,366
Conselheiro Pena,311840,MG,Sudeste,PFIZER/BIONTECH,221,221,0
Consolação,311850,MG,Sudeste,FIOCRUZ/ASTRAZENECA,548,502,46
Consolação,311850,MG,Sudeste,BUTANTAN/SINOVAC,496,246,250
Consolação,311850,MG,Sudeste,PFIZER/BIONTECH,27,27,0
Constantina,430580,RS,Sul,BUTANTAN/SINOVAC,3229,1659,1570
Constantina,430580,RS,Sul,FIOCRUZ/ASTRAZENECA,2545,2345,200
Constantina,430580,RS,Sul,PFIZER/BIONTECH,368,367,1
Contagem,311860,MG,Sudeste,FIOCRUZ/ASTRAZENECA,117562,109101,8461
Contagem,311860,MG,Sudeste,BUTANTAN/SINOVAC,109967,58103,51864
Contagem,311860,MG,Sudeste,PFIZER/BIONTECH,10883,10877,6
Contenda,410620,PR,Sul,FIOCRUZ/ASTRAZENECA,3697,3564,133
Contenda,410620,PR,Sul,BUTANTAN/SINOVAC,2841,1515,1326
Contenda,410620,PR,Sul,PFIZER/BIONTECH,252,227,25
Contendas Do Sincorá,290880,BA,Nordeste,BUTANTAN/SINOVAC,1727,901,826
Contendas Do Sincorá,290880,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1437,1334,103
Contendas Do Sincorá,290880,BA,Nordeste,PFIZER/BIONTECH,69,69,0
Coqueiral,311870,MG,Sudeste,BUTANTAN/SINOVAC,2055,1032,1023
Coqueiral,311870,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2019,1842,177
Coqueiral,311870,MG,Sudeste,PFIZER/BIONTECH,141,141,0
Coqueiro Baixo,430583,RS,Sul,BUTANTAN/SINOVAC,732,363,369
Coqueiro Baixo,430583,RS,Sul,FIOCRUZ/ASTRAZENECA,482,389,93
Coqueiro Baixo,430583,RS,Sul,PFIZER/BIONTECH,70,70,0
Coqueiro Seco,270220,AL,Nordeste,FIOCRUZ/ASTRAZENECA,1064,971,93
Coqueiro Seco,270220,AL,Nordeste,BUTANTAN/SINOVAC,1029,521,508
Coqueiros Do Sul,430585,RS,Sul,BUTANTAN/SINOVAC,1105,581,524
Coqueiros Do Sul,430585,RS,Sul,FIOCRUZ/ASTRAZENECA,932,850,82
Coqueiros Do Sul,430585,RS,Sul,PFIZER/BIONTECH,42,42,0
Coração De Jesus,311880,MG,Sudeste,BUTANTAN/SINOVAC,4630,2430,2200
Coração De Jesus,311880,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3878,3625,253
Coração De Maria,290890,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5602,4932,670
Coração De Maria,290890,BA,Nordeste,BUTANTAN/SINOVAC,4947,2598,2349
Coração De Maria,290890,BA,Nordeste,PFIZER/BIONTECH,631,627,4
Corbélia,410630,PR,Sul,FIOCRUZ/ASTRAZENECA,4218,3958,260
Corbélia,410630,PR,Sul,BUTANTAN/SINOVAC,2988,1588,1400
Cordeiro,330150,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,6243,5722,521
Cordeiro,330150,RJ,Sudeste,BUTANTAN/SINOVAC,5265,2652,2613
Cordeiro,330150,RJ,Sudeste,PFIZER/BIONTECH,1255,1254,1
Cordeirópolis,351240,SP,Sudeste,BUTANTAN/SINOVAC,5723,3077,2646
Cordeirópolis,351240,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5417,4969,448
Cordeirópolis,351240,SP,Sudeste,PFIZER/BIONTECH,23,23,0
Cordeiros,290900,BA,Nordeste,BUTANTAN/SINOVAC,1905,944,961
Cordeiros,290900,BA,Nordeste,FIOCRUZ/ASTRAZENECA,1316,1189,127
Cordeiros,290900,BA,Nordeste,PFIZER/BIONTECH,17,17,0
Cordilheira Alta,420435,SC,Sul,FIOCRUZ/ASTRAZENECA,967,890,77
Cordilheira Alta,420435,SC,Sul,BUTANTAN/SINOVAC,861,456,405
Cordilheira Alta,420435,SC,Sul,PFIZER/BIONTECH,49,49,0
Cordisburgo,311890,MG,Sudeste,BUTANTAN/SINOVAC,2277,1145,1132
Cordisburgo,311890,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1476,1367,109
Cordisburgo,311890,MG,Sudeste,PFIZER/BIONTECH,80,80,0
Cordislândia,311900,MG,Sudeste,BUTANTAN/SINOVAC,823,419,404
Cordislândia,311900,MG,Sudeste,FIOCRUZ/ASTRAZENECA,386,361,25
Coreaú,230400,CE,Nordeste,BUTANTAN/SINOVAC,2262,1390,872
Coreaú,230400,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1707,1625,82
Coremas,250480,PB,Nordeste,FIOCRUZ/ASTRAZENECA,3853,3534,319
Coremas,250480,PB,Nordeste,BUTANTAN/SINOVAC,3538,1774,1764
Coremas,250480,PB,Nordeste,PFIZER/BIONTECH,360,360,0
Corguinho,500310,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1700,1500,200
Corguinho,500310,MS,Centro-Oeste,BUTANTAN/SINOVAC,1305,658,647
Corguinho,500310,MS,Centro-Oeste,PFIZER/BIONTECH,183,183,0
Coribe,290910,BA,Nordeste,BUTANTAN/SINOVAC,3268,1704,1564
Coribe,290910,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3213,2942,271
